image_name,comment_number,comment
7343282792.jpg,0,شابان يتصافحان قبل المنافسة
7343282792.jpg,1,لاعبان أوليمبيان يتصافحان خارج مركز التدريب
7344002226.jpg,0,طفل صغير يساعد في تحضير وجبة في المطبخ باستخدام ملعقة و مصفاة و وعاء
7344002226.jpg,1,طفل صغير في المطبخ يخلط شيئا في وعاء بالملعقة
7345004842.jpg,0,امرأتان تقفان بجانب شخص يرتدي زي رائد فضاء
7345004842.jpg,1,فتاة بيضاء و امرأة سوداء تقفان مع شخص يرتدي بذلة رائد فضاء
73450556.jpg,0,رجل يرتدي قميص أحمر و أزرق يقود أوركسترا مليئة بطلاب المدارس الثانوية
73450556.jpg,1,مجموعة من الأطفال يستمعون إلى مدرب فرقتهم و يقرأون الموسيقى من أوراقهم
7345191578.jpg,0,مجموعة من الناس تقف في الخارج بجانب ما يبدو أنه تلسكوب
7345191578.jpg,1,أشخاص يحيطون بالتلسكوب لمشاهدة الأشياء البعيدة
7345543488.jpg,0,امرأة ترتدي نظارات تقف أمام ميكروفون محاطة بالناس
7345543488.jpg,1,امرأة تعزف على البيانو و تغني أمام حشد من الناس
73471419.jpg,0,رجلان يسترخيان في الماء
73471419.jpg,1,رجلان عجوزان يجلسان في حوض استحمام ساخن
7347276120.jpg,0,سيدتان صغيرتان تتوازنان بعناية أثناء المشي على جذع شجرة في حقل به عشب طويل
7347276120.jpg,1,فتاتان تمشيان على طول جذع شجرة في حقل بالخارج
7347874796.jpg,0,رجل يستخدم شبكة في نهر موحل
7347874796.jpg,1,يقف رجل يحمل شبكة كبيرة في الماء الذي يصل حتى صدره
7348146586.jpg,0,يتسابق فرسان يرتدون ملابس ذات ألوان زاهية على خيولهم في العشب الأخضر
7348146586.jpg,1,ستة خيول تتسابق على مضمار عشبي
7348289414.jpg,0,طفل صغير جدا يرتدي قبعة بيسبول من الدنيم يأكل تفاحة خضراء
7348289414.jpg,1,رضيع يرتدي قبعة و يمسك تفاحة في يده اليمنى
7351010644.jpg,0,رجلان يتصارعان وسط المباني الشاهقة
7351010644.jpg,1,حشد كبير يشاهد مباراة مصارعة تقام في الخارج في مدينة كبيرة
7351665920.jpg,0,ثلاثة رجال يعزفون على الجيتار الكهربائي و الساكسفون و البوق  على خشبة المسرح
7351665920.jpg,1,عازف الجيتار و عازف البوق و اثنان من عازفي الساكسفون يصعدون على المسرح
7352187056.jpg,0,اثنان من راكبي الأمواج في المحيط يراقب أحدهما بينما الآخر الذي يرتدي بدلة خضراء و سوداء يركب موجة
7352187056.jpg,1,راكب أمواج يرتدي بذلة سوداء يشاهد راكب أمواج آخر يتزلج على موجة في المحيط
7353914844.jpg,0,ثلاثة رجال في قوارب الكاياك يتقاتلون في المياه الهائجة
7353914844.jpg,1,يقوم ثلاثة أشخاص بالتجديف بزوارق الكاياك و اثنان اصطدموا ببعضهم البعض
7355163918.jpg,0,امرأتان ترتديان زي قبلي تقليدي تقفان في الخارج
7355163918.jpg,1,امرأتان ترتديان قبعات وكلتاهما تضعان الطلاء على و جهيهما
7355485826.jpg,0,رجل يرتدي ملابس سوداء يركب دراجة نارية للسباق بطريقة استعراضية على امتداد رصيف الشارع
7355485826.jpg,1,رجل ترتدي ملابس سوداء يركب دراجة نارية بيضاء
7355491286.jpg,0,اثنان من سائقي السباق في سيارة سباق صغيرة مع وجود مجموعة من المتفرجين في الخلفية
7355491286.jpg,1,رجلان يرتديان معدات واقية في سيارة سريعة يتسابقان إلى خط النهاية
7357208586.jpg,0,رجل يركب دراجة على طريق مع مروج خضراء على كلا الجانبين و أشجار على الجانب الأيمن
7357208586.jpg,1,شخص يرتدي قميص أحمر يركب دراجة على الطريق
7357649904.jpg,0,رجل كبير في السن يرتدي قميص أزرق اللون بأزرار يزيل طعم الصيد من شبكة كبيرة
7357649904.jpg,1,رجل ملتحي يرتدي قميص أزرق و قميص داخلي أبيض يعمل على شبكة صيد
735787579.jpg,0,ضرب طفل صغير يرتدي ملابس باللون البرتقالي البيناتا بينما يقف رجل خلفه
735787579.jpg,1,طفل في حفلة يلوح بمضرب على بينياتا بتشجيع من الأب
7360361880.jpg,0,شخص يتنزه فوق الصخور بالقرب من شلال كبير
7360361880.jpg,1,متنزه يتسلق الصخور ليقترب من شلال في منطقة ريفية
3820940921.jpg,0,راقصان وست راقصات يؤدون عروضهم على خشبة المسرح
3820940921.jpg,1,يرقص رجلان يرتديان قمصان زرقاء بينما تراقب ست نساء يرتدين الفساتين
7360542406.jpg,0,رجل يقف في وسط عجلات الدراجة
7360542406.jpg,1,خلف العديد من الدراجات المقلوبة هناك رجل ينظر إلى الأسفل
7360673198.jpg,0,راقصتان من أحد الأعراق ترقصان بزي تقليدي ملون وأقدام حافية
7360673198.jpg,1,امرأتان آسيويتان ترقصان و ترتديان ملابس زاهية الألوان
73636276.jpg,0,يجتمع مجموعة رجال في غرفة ذات جدران حمراء و بيضاء وزخارف حمراء تتدلى من السقف
73636276.jpg,1,يقوم المعلم بتعليم طلابه كيفية الهروب من قبضة في فصل الدفاع عن النفس
73636277.jpg,0,امرأة ترتدي قميص أزرق تربت على خد رجل يرتدي قميص أسود
73636277.jpg,1,اجتمع مجموعة من الناس معا و في المنتصف امرأة تضع يدها على وجه رجل
7363849060.jpg,0,مجموعة رجال و النساء يرتدون ملابس و يرقصون في ما يبدو أنه استقبال من نوع ما
7363849060.jpg,1,مجموعة من الطالبات يرتدين ملابس رسمية يرقصون في غرفة مضاءة بألوان زاهية
7364636816.jpg,0,صف من الأطفال يرتدون قبعات صفراء ينظرون إلى جدار قصير من الطوب خلفه سياج من الشجيرات
7364636816.jpg,1,مجموعة من الأطفال ذوي القبعات الصفراء ينظرون من فوق السياج
73647680.jpg,0,امرأة تحت مظلة مشرقة تحمل صبي صغير و تضع شعرها خلف أذنها
73647680.jpg,1,سيدة و صبي صغير تحت المظلة
7364986488.jpg,0,دراجة نارية خضراء عليها متسابق يرتدي ملابس بلون مماثل تسير متجاوزة المتفرجين
7364986488.jpg,1,رجل يقود دراجة نارية يرتدي حلة خضراء
7366490080.jpg,0,فتاتان و شاب يقومون بجرف الرمال من الأرض بينما تقوم مجموعة أخرى بالمثل
7366490080.jpg,1,فتاتان و صبي مع مجرفة يحفرون في كومة كبيرة من التراب
7368081478.jpg,0,رجل ذو شعر بني يرتدي بذلة سوداء و صفراء و زرقاء يمارس رياضة ركوب الأمواج
7368081478.jpg,1,رجل يرتدي بذلة الغوص يتزلج على الأمواج على لوح تزلج أبيض و أخضر
7371279360.jpg,0,رجل أسود يرتدي منديل و نظارة شمسية و يرفع ذراعيه
7371279360.jpg,1,رجل أسود وسط حشد من الناس يشاهد عرض و يرفع ذراعيه
7371731720.jpg,0,رجل يصوب مسدسه في ميدان الرماية
7371731720.jpg,1,ثلاثة رجال يرتدون واقيات الأذن يمسكون بمسدس و يتدربون على إطلاق النار في ميدان الرماية
7374362298.jpg,0,رجل يرتدي زي عسكري و يرتدي نظارة يعزف على آلة نحاسية
7374362298.jpg,1,رجل يرتدي زي رسمي يرتدي نظارة يؤدي عرض على بوق فرنسي في حفل موسيقي
7374494094.jpg,0,رجل يحمل شعلة يسير وسط مجموعة كبيرة من الناس
7374494094.jpg,1,يصطف الناس على طول الأرصفة والشوارع يشاهدون رجل يجري في منتصف الطريق و هو يحمل شعلة
7375140234.jpg,0,رجل يرسم باستخدام علبة رذاذ الطلاء
7375140234.jpg,1,رجل يرتدي مرشح تنفس يرسم بعض الرسومات بطلاء أحمر على لوحة زرقاء كبيرة
7376745804.jpg,0,رجل أسود يعزف على الجيتار بينما تنظر امرأة ترتدي معطف أخضر داكن بالقرب منه
7376745804.jpg,1,امرأة ذات شعر أسود ترتدي معطف شتوي تسير بجوار رجل يعزف على الجيتار الكهربائي
7376855592.jpg,0,مجموعة رجال يرتدون قبعات رعاة البقر يشاهدون مسابقة رعاة البقر
7376855592.jpg,1,حصان و فارس كلاهما على الأرض في مسابقات رعاة البقر
7378528824.jpg,0,طفل في الثانية من عمره يجلس على صخور رمادية و هو يمسك بشيء صغير في يده
7378528824.jpg,1,طفل صغير يلعب في الصخور والرمل أسفل الماء
7379448802.jpg,0,يقف ثلاثة رجال في سوق مظلم ببضائع حمراء و صفراء زاهية
7379448802.jpg,1,مجموعة رجال الهنود يبيعون بضائعهم في السوق
7380095188.jpg,0,لاعب بيسبول يستعد لرمي الكرة في وضعية الرمي
7380095188.jpg,1,لاعب بيسبول يرتدي ملابس بيضاء يستعد لرمي الكرة
7380101140.jpg,0,لاعب بيسبول يرتدي زي أبيض يؤرجح مضربه بينما يجلس خلفه لاعب يرتدي زي أسود و ذهبي
7380101140.jpg,1,لاعب بيسبول يتأرجح لضرب الكرة بينما يجلس الحكم خلفه
7380257738.jpg,0,طفل صغير يحفر خندق على الشاطئ بينما تحمل طفلة صغيرة دلو صغير من الماء
7380257738.jpg,1,قام طفلان بحفر حفرة كبيرة على الشاطئ وملؤها بالماء
7380259108.jpg,0,صبي يستخدم مجرفة لحفر الرمال مع المحيط في الخلفية
7380259108.jpg,1,طفل يستخدم مجرفة لحفر الرمال على الشاطئ
7380263314.jpg,0,فتاة صغيرة على الشاطئ و تلعب بالرمل
7380263314.jpg,1,فتاة راكعة على الرمل مع دلو بشخصية ميني ماوس وردي بالقرب منها ترمي حفنة من الرمل بمجرفة 
7381226538.jpg,0,سائق دراجة نارية يقفز من منحدر
7381226538.jpg,1,صبي يركب دراجة نارية حمراء و سوداء يقفز في الجو
3817884749.jpg,0,امرأة آسيوية بحقيبة بيضاء تسير بجوار دراجة صفراء و متجر مغلق
3817884749.jpg,1,امرأة تحمل حقيبة يد تمر بجانب متجر صيني
7383631914.jpg,0,ثلاثة أفراد يعملون بأدوات على طاولة مضاءة بمصباح فلورسنت
7383631914.jpg,1,ثلاثة رجال منحنيون فوق طاولة عمل مضاءة بضوء الفلورسنت
7384812032.jpg,0,شخص يتسابق حول مضمار ترابي على دراجة ترابية صفراء
7384812032.jpg,1,شخص يرتدي زي أزرق يركب دراجة نارية
7385259738.jpg,0,رجل عجوز يرتدي زي أبيض يجلس بجانب جدار حجري ويشكل قطعة من المعدن بمطرقة
7385259738.jpg,1,رجل كبير في السن يحمل مطرقة و هو يشاهد شيئا لا نستطيع رؤيته
7391692544.jpg,0,عازف جيتار و عازف طبلة وعضو آخر في الفرقة يؤدون على خشبة المسرح مع أضواء حمراء في الخلفية
7391692544.jpg,1,ثلاث موسيقيين يؤدون على خشبة المسرح تحت أضواء حمراء و خضراء مع خطوط بيضاء معروضة على خلفية المسرح
7391785714.jpg,0,العديد من الأطفال يبتسمون و يصرخون أثناء ركوبهم لعبة في مدينة الملاهي
7391785714.jpg,1,مجموعة من الأطفال في رحلة ترفيهية
7393977570.jpg,0,يقفز اثنان من لاعبي كرة القدم في الهواء بينما يتحرك لاعب في الفريق المنافس نحو هما
7393977570.jpg,1,لاعبان دفاعيان يقفزان في الهواء لصد تمريرة لاعب الوسط
7396385574.jpg,0,قام المغني الرئيسي بالمرور على أعضاء فرقته وطلب من عازف الجيتار أن يغني مع الأغنية
7396385574.jpg,1,يؤدون على خشبة المسرح ثلاثة أعضاء من الفرقة لديهم وشوم
7396898908.jpg,0,يركب أشخاص يرتدون قمصان متطابقة قوارب التجديف بينما يسير آخرون على طريق الأشجار
7396898908.jpg,1,قاربان ممتلئان بالمجدفين يجدفون في النهر بينما يقف الناس على الشاطئ و يراقبون
7396934178.jpg,0,اثنان من المتسابقين يتسابقون على دراجات نارية
7396934178.jpg,1,يتزاحم اثنان من راكبي الدراجات النارية المحترفين عند الزاوية اليمنى الضيقة
7396941510.jpg,0,يميل أحد متسابقي الدراجات النارية ذات اللون البرتقالية و الأزرق إلى زاوية ضيقة من المسار
7396941510.jpg,1,دراجتان ناريتان تتسابقان على حلبة
7396960106.jpg,0,يتنافس شخصان في سباق دراجات بخارية
7396960106.jpg,1,يلتف اثنان من متسابقي الدراجات النارية حول زاوية حادة بينما يميلان مقتربين جدا من الأرض
7397183064.jpg,0,وجه شابة شاحب بشعر أشقر قصير و عينان زرقاوتان براقتان مع كرز عالق في كل من فتحتي أنفها
7397183064.jpg,1,امرأة ذات شعر أشقر و عيون زرقاء ونمش لديها حبتان من الكرز عالقتان في أنفها 
7398097618.jpg,0,رجل يرتدي بذلة سوداء يركب موجة مع كلبه على لوح التزلج
7398097618.jpg,1,راكب أمواج محترف يجلب معه كلبه لركوب الأمواج مع بعضهم البعض
73987570.jpg,0,مجموعة من عمال بناء السكك الحديدية يقومون بإصلاح جزء من مسار السكة الحديدية
73987570.jpg,1,سبعة رجال يرتدون خوذات البناء يعملون على خط سكة الحديد
739944487.jpg,0,يقوم شخصان بالتجديف بقارب بينما يمر عليهما قطيع من الطيور
739944487.jpg,1,مجموعة من الناس في زورق في المحيط محاطين بطيور النورس
739944535.jpg,0,ثلاثة طيور تطير عبر بحيرة
739944535.jpg,1,قارب صغير يتم تجديفه في النهر
7400312926.jpg,0,رجل أبيض يرتدي قميص أرجواني و سترة نجاة سوداء يتزلج على الأمواج ويرش الكثير من الماء حوله
7400312926.jpg,1,رجل يرتدي سروال قصير يتزلج على الماء
7402359070.jpg,0,مجموعة رجال يلعبون كرة السلة بالخارج
7402359070.jpg,1,رجلان يحرسان الرجل الذي يحمل كرة السلة أثناء مباراة تقام وقت الغسق
74032739.jpg,0,رجل آسيوي يجلس على المقعد في الشارع و هو نائم
74032739.jpg,1,رجل كبير في السن يرتدي سترة رمادية نائم على مقعد
7405895310.jpg,0,رجل يرتدي قميص رمادي يرسم صورة صفراء برذاذ الطلاء على جانب أحد المباني
7405895310.jpg,1,رجل ينظر إلى تصميم أصفر مرسوم على مبنى أسود
7406123104.jpg,0,طاهي يحضر وجبة في مطبخ خارجي
7406123104.jpg,1,طباخ يعد الطعام في الخارج
7409854468.jpg,0,رجل يركض في سباق ماراثون يأخذ زجاجة ماء من شخص يرتدي قميص برتقالي
7409854468.jpg,1,خمسة رجال يرتدون ملابس رياضية يبدو أنهم يهرو لون على طول طريق بجانب حقل كبير
7411341578.jpg,0,يسير ثلاثة رجال يرتدون ملابس عسكرية سوداء
7411341578.jpg,1,ثلاثة من عناصر الحرس يسيرون ببنادقهم في موكب احتفالي
741178492.jpg,0,يقف رجلان في حقل مدمر على حدود غابة بينما توجد جرافة في مكان قريب
741178492.jpg,1,يقف رجلان في الغابة مع رجل ثالث يقود جرافة
741227062.jpg,0,رجل مسن يرتدي قميص أصفر اللون محاط بطبقات من الطوب الأسمنتي فوق كومة من الرمل و الأوساخ
741227062.jpg,1,رجل يمشي على التراب في موقع بناء
74137268.jpg,0,رجلان يتوقفان لالتقاط صورة أثناء إزالة الثلج 
74137268.jpg,1,رجلان يعملان بجد فيما يبدو أنه إزالة للجليد
7414768750.jpg,0,امرأة بالغة توقع على عريضة كبيرة موجهة إلى قضية لمساعدة النساء
7414768750.jpg,1,امرأة شقراء ترتدي سترة وردية توقع على عريضة
7416738744.jpg,0,امرأتان كبيرتان تجلسان خارج مبنى من الطوب تغزلان الصوف
7416738744.jpg,1,امرأتان كبيرتان في السن تغزلان خيوط على عجلات دوارة و ترتديان ملابس قديمة
7417714642.jpg,0,امرأة ترتدي ثوب أبيض تحمل زهور تقف أمام أربع بقرات 
7417714642.jpg,1,تقف امرأة شابة تحمل باقة من الزهور بالقرب من سياج خلفه ثلاث بقرات
742073622.jpg,0,طفل صغير يقف في منتصف الشارع و هو يرتدي قبعة حمراء كبيرة بينما يجلس الناس على العشب
742073622.jpg,1,يقف صبي يرتدي قبعة حمراء في منتصف الطريق
7420874336.jpg,0,رجلان ينظران من برج المراقبة في ناقلة بحرية  و أحدهما يلوح بيده
7420874336.jpg,1,رجلان ينظران إلى الكاميرا أثناء وقوفهما على متن سفينة
7420985602.jpg,0,يقف رجلان يرتديان قبعات صلبة ومعاطف زرقاء و صفراء أمام آلة كبيرة و يبتسمان
7420985602.jpg,1,يقف رجلان يرتديان سترات زرقاء و صفراء و قبعات صلبة أمام آلة كبيرة
74213476.jpg,0,طفلة صينية صغيرة تبكي مع أمها
74213476.jpg,1,طفلة آسيوية ترتدي معطف أحمر تبكي بينما تهدئها أمها التي ترتدي معطف بني اللون
7421349720.jpg,0,حارس مرمى كرة قدم يقفز لإيقاف تسديدة من لاعب من فريق الخصم بينما يوجد حكم و آخرون في الجوار
7421349720.jpg,1,يلعب فريقان لكرة القدم في ملعب كبير مليء بالمتفرجين
7422016352.jpg,0,مجموعة أشخاص يقفون على بساط أثناء حضورهم حصة تدريبية في غرفة مفروشة بالسجاد
7422016352.jpg,1,شابة تمارس اليوجا مع بقية طلاب فصلها
7422345584.jpg,0,رجل يرتدي زي ملون يمسك بمسدس و يوجهه نحو هدفه
7422345584.jpg,1,رجل يرتدي ملابس مموهة يطلق النار من مسدس بينما يراقب رجل آخر
7422429952.jpg,0,يتنافس شخصان يرتديان ملابس واقية في مسابقة المبارزة
7422429952.jpg,1,رجلان يرتديان ملابس بيضاء يمارسان المبارزة في الملعب
7423137882.jpg,0,شاب متزلج يقفز من ارتفاع كبير إلى أرضية منخفضة
7423137882.jpg,1,رجل يرتدي زلاجات بعجلات دوارة مع واقي للركبة و خوذة يقوم بحركة بهلوانية في الهواء
74244744.jpg,0,نادل يرتدي ملابس سوداء بالكامل وأكمامه ملفوفة حتى الكوع و يشرب في كأس مارتيني
74244744.jpg,1,نادل يرتدي قميص أسود يحضر مشروب وردي في كأس مارتيني
7425128736.jpg,0,يستعد ثلاثة من راكبي الدراجات يرتدون زي أزرق لبدء السباق
7425128736.jpg,1,ثلاثة أشخاص على دراجات عند خط البداية للسباق
381767781.jpg,0,صبيان صغيران يحملان آلة الساكسفون الموسيقية
381767781.jpg,1,اثنان من عازفي آلة الساكسفون الموسيقية يتحدثان
742586128.jpg,0,رجل يفحص إطار دراجة مع امرأة ترتدي زي أزرق جالسة بجوار الدراجة
742586128.jpg,1,امرأة ترتدي ملابس زرقاء تجلس على ركبة واحدة و يواجهها رجل يرتدي قميص أبيض
7426852574.jpg,0,امرأة هندية تؤدي رقصة على خشبة المسرح
7426852574.jpg,1,امرأة هندية جالسة بينما يدها ممدودة ترتدي فستان أزرق ومجوهرات باهظة الثمن
7428276152.jpg,0,فتاتان إحداهما ترتدي قميص باللون الوردي و الآخرى ترتدي قميص أحمر ترقصان على سطح
7428276152.jpg,1,ترقص سيدتان ترتديان قمصان وردية مع بعضهن البعض على سطح يطل على المدينة و نهر
7428316382.jpg,0,سيد شاب يرتدي سروال أخضر يسير نحو المحيط باستخدام لوح تزلجه
7428316382.jpg,1,شاب يرتدي سروال أزرق يسير باتجاه الأمواج في المحيط و هو يحمل لوح لركوب الأمواج
7428579548.jpg,0,رجل يرتدي سترة جلدية سوداء يحمل اثنين من الميكروفونات عند فمه بينما يقف أمام لافتة برتقالية و بيضاء
7428579548.jpg,1,رجل على خشبة المسرح يتحدث من خلال ميكروفون يرتدي سترة جلدية سوداء
7430272380.jpg,0,رجل مرهق يرتدي قميص رمادي يرمي الرمح بقوة كبيرة
7430272380.jpg,1,قاذف الرمح يرتدي قميص داكن و يستعد للرمي
7430281548.jpg,0,حصان أبيض و راكب يرتدي قميص أزرق و سروال أبيض و خوذة سوداء يقفزان فوق عقبة
7430281548.jpg,1,رجل يرتدي حذاء ركوب الخيل و خوذة يركب على ظهر حصان أبيض فيما يقفز الحصان من فوق عقبة
7430282012.jpg,0,الفارس على حصان يقفز من فوق عقبتين في وقت واحد في وسط حقل ترابي
7430282012.jpg,1,متسابق يرتدي ملابس بيضاء يمتطي حصان يقفز فوق سلسلة من الأعمدة
7430283024.jpg,0,شخص يركب حصان أبيض بينما يقفز على العوائق
7430283024.jpg,1,رجل يرتدي قميص أزرق يركب حصان أبيض و يقفز على حواجز
74306574.jpg,0,امرأة آسيوية في سوق خضروات في يوم ممطر 
74306574.jpg,1,امرأة ذات حذاء أزرق واقفة أمام سلة كبيرة من الخضار
7431651498.jpg,0,رجل ذو شعر بني و سترة بنية يعزف على آلة البوق في حفل موسيقي
7431651498.jpg,1,يعزف عازف البوق أمام الميكروفون في ضوء خافت
7432698546.jpg,0,سيدتان تبحثان عن قطع أثرية
7432698546.jpg,1,اثنان من علماء الآثار يستخرجان بعض الأشياء الأثرية
7432995570.jpg,0,رجل يركب دراجته على الطريق
7432995570.jpg,1,متسابق دراجات يشارك في السباق
7433123648.jpg,0,يتنافس اثنان من راكبي الدراجات يرتديان زي أزرق ضد بعضهما البعض في مسار الدراجات
7433123648.jpg,1,رجلان يتسابقان في أحد الشوارع في سباق دراجات
7434147482.jpg,0,فتاة تقف أمام سيارة و هي تمسك جيتار
7434147482.jpg,1,فتاة صغيرة أمام سيارة حمراء قديمة تحمل جيتار أحمر قديم
743571049.jpg,0,طفل صغير يحمل شرارة مضيئة في الفناء الخلفي
743571049.jpg,1,طفل يرتدي قميص أحمر يلعب بالألعاب النارية
375171241.jpg,0,ثلاثة أشخاص يرتدون بدلات فضية يركبون الدراجات في المدينة
375171241.jpg,1,يركب عدة رجال يرتدون بدلات فضية دراجات في الشارع 
7436121372.jpg,0,طاقم على متن مركب شراعي في البحر 
7436121372.jpg,1,مركب شراعي جميل في المحيط
743635194.jpg,0,عدة أشخاص على متن قارب في المحيط مع معدات الغوص
743635194.jpg,1,مجموعة من الشباب يستعدون للغوص من خلف قارب في المحيط
3747197096.jpg,0,طفلة تحمل بالون أحمر و أصفر و أرجواني و آخر أزرق تسير وسط حشد من الناس
3747197096.jpg,1,فتاة تحمل بالونات متعددة الألوان تقف بالخارج وسط حشد من الناس
7438344154.jpg,0,فتاة لاعبة كرة قدم على وشك تسجيل هدف لفريقها
7438344154.jpg,1,فتاة ترتدي قميص أخضر تلاحق كرة قدم في محاولة لركلها في الشبكة
7439117786.jpg,0,رجل عجوز يأخذ قطعة بسكويت من الطبق الذي تحمله فتاة صغيرة
7439117786.jpg,1,فتاة صغيرة تقدم لرجل أكبر في السن طبق من البسكويت
74437575.jpg,0,رجل يعزف على آلة موسيقية وترية كبيرة في الشارع
74437575.jpg,1,رجل يتجول في الشوارع مع آلة التشيلو الموسيقية يرتدي قميص بقلنسوة و حقيبة ظهر
7443807824.jpg,0,طفل يرتدي قميص أحمر و سروال أسود و خوذة زرقاء مع جوربين مختلفين يضرب كرة بيسبول
7443807824.jpg,1,فتاة صغيرة تلعب الكرة اللينة
7443809320.jpg,0,فتاة صغيرة ترتدي قفاز البيسبول أو الكرة اللينة ترفع يدها الأخرى بينما يقف طفلان خلفها
7443809320.jpg,1,فتاة صغيرة ترتدي قميص أحمر و ذراعها اليمنى مرفوعة و في ذراعها اليسرى قفاز للكرة اللينة
7444421214.jpg,0,طفل صغير على أرجوحة حمراء و صفراء يضحك و يبتسم
7444421214.jpg,1,طفل صغير يجلس على أرجوحة
7444755272.jpg,0,خلال احتفال صيفي صغير يعزف شخصان بالغان على آلة الفلوت و آلة البوق
7444755272.jpg,1,رجل ملتحي يعزف على الناي و يبدو الشخص الذي يقف خلفه مذعور و يعزف على آلة أخرى
7445213794.jpg,0,رجل يرتدي قميص أبيض و قبعة يزيل بسكويت الكوكيز من صينية الخبز في مطعم أو كشك يبيع بسكويت الكوكيز
7445213794.jpg,1,رجل ذو لحية يرتدي قبعة بنية و بيضاء و قميص أبيض يطبخ شيئا ما
7446693604.jpg,0,متسابق في سباق الثيران يرتدي قميص أبيض يقفز على السياج لتجنب أن يصطدم به الثور
7446693604.jpg,1,رجل يقفز في الهواء ليهرب من الحلبة التي تحتوي على ثور
7446761184.jpg,0,امرأة ترتدي قميص باللون الرمادي تحمل طفل يرتدي سماعات رأس خضراء في حفل موسيقي
7446761184.jpg,1,طفل يرتدي سماعات رأس خضراء يلوح أمام حشد كبير من الناس
7453903222.jpg,0,فتى صغير يرتدي سترة تنورة اسكتلندية يقفز من على مقعد أخضر
7453903222.jpg,1,صبي صغير يرتدي تنورة اسكتلندية يقفز من على مقعد أخضر على العشب
7455508610.jpg,0,فرقة عرقية مكونة من ثلاثة رجال تعزف على الآلات الموسيقية بينما يرتدون زي أحمر و ذهبي
7455508610.jpg,1,مجموعة رجال يرتدون أزياء تنكرية يعزفون الموسيقى
745563422.jpg,0,امرأة شقراء ترتدي مئزر تقف أمام حانة مع العديد من أكواب النبيذ الفارغة
745563422.jpg,1,نادلة واقفة أمام حانة في المطعم
7456119772.jpg,0,شخص يرتدي نظارات واقية بحزام أبيض و شعر أشقر قصير يسبح في حمام سباحة
7456119772.jpg,1,رجل يسبح في المسبح و هو يرتدي نظارة واقية
745880539.jpg,0,يخرج كلب صغير بني و أبيض من نفق لعبة أصفر قابل للطي على العشب
745880539.jpg,1,يخرج كلب أبيض من أنبوب أصفر
745966757.jpg,0,فتاة صغيرة ترتدي زلاجات العجلات الدوارة مع أوراق الشجر الخضراء في الخلفية
745966757.jpg,1,فتاة صغيرة ترتدي زلاجات العجلات الدوارة و يبدو أنها مستعدة لتجربتها
7460584428.jpg,0,فتاة من فريق لكرة السلة الأبيض تصافح أحد أعضاء الفريق الأسود بينما تتجمع الفتيات الأخريات حولهن
7460584428.jpg,1,العديد من الفتيات الرياضيات يصافحن بعضهن البعض خلال المنافسة
7461670356.jpg,0,تقف سيدة ترتدي فستان أحمر على الشاطئ تراقب قارب مسافر به ركاب
7461670356.jpg,1,امرأة تراقب الماء بينما يمر قارب
74635420.jpg,0,نساء يرتدين ملابس سوداء يلتقطن صور لأطفال أمام الزهور
74635420.jpg,1,امرأة تلتقط صورة لعدة أطفال يلعبون
7463856746.jpg,0,طفل في حديقة تزلج يقوم بحركة بهلوانية باستخدام لوح التزلج الخاص به
7463856746.jpg,1,صبي على لوح التزلج الخاص به يقوم بحركة بهلوانية في الجو
7464079150.jpg,0,رجل يحمل كيس به كرات صفراء
7464079150.jpg,1,رجل يرتدي قبعة يحمل كيسين كبيرتين
74641706.jpg,0,مجموعة أشخاص في تجمع عيد الميلاد يلتقطون صورة مضحكة وكلهم ينظرون للبعيد
74641706.jpg,1,مجموعة أشخاص ينظرون في اتجاهات مختلفة في محاولة لتجنب النظر بإتجاه الكاميرا
746568292.jpg,0,راكب دراجة نارية منافس يركب دراجة عبر جسر خشبي فوق مجرى مائي
746568292.jpg,1,رجل بملابس ركوب الدراجات باللونين الأحمر و الأسود يركب دراجته على جسر فوق مسطح مائي
7465714818.jpg,0,رجل معضل بدون قميص يستعرض عضلاته ذو شعر باللون الأخضر و الأبيض و الأحمر يتناسب مع ربطة ذراعه
7465714818.jpg,1,رجل أسود قوي ذو شعر باللون الأخضر و الأحمر و الأبيض و سروال قصير أبيض يستعرض عضلاته
7466310132.jpg,0,رجل و امرأة ينظران لمجموعة من الأقراص المضغوطة عند بائع متجول
7466310132.jpg,1,حشد من الناس مشغو لون بالبحث عن شيئا ما
746787916.jpg,0,ينفد كلب أبيض صغير من أنبوب أصفر بينما يجري رجل بجانبه يصفق بيديه
746787916.jpg,1,ركض كلب استعراضي صغير من خلال أنبوب مرن برتقالي
7468150262.jpg,0,امرأة ترتدي قميص رمادي و سروال قصير منقوش تتأرجح بابتهاج على أرجوحة إطار مركبة مع الأشجار في الخلفية
7468150262.jpg,1,امرأة تلعب على أرجوحة إطارات محاطة بالأشجار مع ابتسامة على وجهها
7468663062.jpg,0,امرأة شقراء بشعر مضفر تلعب التنس
7468663062.jpg,1,امرأة ترتدي قميص أزرق و سروال أبيض تلعب التنس
7470011060.jpg,0,يعاني العديد من الأشخاص في قارب من الريح مع وجود قارب آخر في الجوار
7470011060.jpg,1,ثلاثة أشخاص في مركب شراعي على الماء
74706255.jpg,0,طفل صغير يرتدي قميص أصفر يرسم بقلم تلوين أزرق على طاولة صغيرة قابلة للطي
74706255.jpg,1,طفل صغير يرتدي قميص أصفر و أحمر يلون على الورق بقلم تلوين أزرق
